Name,Version,Section,Homepage,Source,Architecture
telnet,0.17-36build2,net,,netkit-telnet,amd64
time,1.7-24,utils,http://www.gnu.org/software/time,,amd64
tmux,1.8-5,admin,http://tmux.sourceforge.net/,,amd64
tzdata,2018e-0ubuntu0.14.04,libs,http://www.iana.org/time-zones,,all
ubuntu-keyring,2012.05.19,misc,,,all
ubuntu-minimal,1.325,metapackages,,ubuntu-meta,amd64
ubuntu-release-upgrader-core,1:0.220.10,admin,,ubuntu-release-upgrader,all
ubuntu-standard,1.325,metapackages,,ubuntu-meta,amd64
ucf,3.0027+nmu1,utils,,,all
udev,204-5ubuntu20.28,admin,http://www.freedesktop.org/wiki/Software/systemd,systemd,amd64
ufw,0.34~rc-0ubuntu2,admin,https://launchpad.net/ufw,,all
unattended-upgrades,0.82.1ubuntu2.5,admin,,,all
unscd,0.51-1ubuntu1,admin,http://busybox.net/~vda/unscd/,,amd64
update-manager-core,1:0.196.25,admin,,update-manager,all
update-notifier-common,0.154.1ubuntu3,gnome,,update-notifier,all
upstart,1.12.1-0ubuntu4.2,admin,http://upstart.ubuntu.com/,,amd64
ureadahead,0.100.0-16,admin,,,amd64
usbutils,1:007-2ubuntu1.1,utils,,,amd64
util-linux,2.20.1-5.1ubuntu20.9,utils,http://userweb.kernel.org/~kzak/util-linux/,,amd64
uuid-runtime,2.20.1-5.1ubuntu20.9,libs,http://userweb.kernel.org/~kzak/util-linux/,util-linux,amd64
vim,2:7.4.052-1ubuntu3.1,editors,http://www.vim.org/,,amd64
vim-common,2:7.4.052-1ubuntu3.1,editors,http://www.vim.org/,vim,amd64
vim-runtime,2:7.4.052-1ubuntu3.1,editors,http://www.vim.org/,vim,all
vim-tiny,2:7.4.052-1ubuntu3.1,editors,http://www.vim.org/,vim,amd64
w3m,0.5.3-15ubuntu0.2,web,http://sourceforge.net/projects/w3m,,amd64
walinuxagent,2.2.21+really2.2.20-0ubuntu1~14.04.1,python,http://go.microsoft.com/fwlink/?LinkId=250998,,amd64
wget,1.15-1ubuntu1.14.04.4,web,http://www.gnu.org/software/wget/,,amd64
whiptail,0.52.15-2ubuntu5,utils,https://fedorahosted.org/newt/,newt,amd64
xauth,1:1.0.7-1ubuntu1,x11,,,amd64
xkb-data,2.10.1-1ubuntu1,x11,http://www.freedesktop.org/Software/XKeyboardConfig,xkeyboard-config,all
xml-core,0.13+nmu2,text,,,all
xz-utils,5.1.1alpha+20120614-2ubuntu2,utils,http://tukaani.org/xz/,,amd64
zerofree,1.0.2-1ubuntu1,admin,http://intgat.tigress.co.uk/rmy/uml/index.html,,amd64
zlib1g,1:1.2.8.dfsg-1ubuntu1.1,libs,http://zlib.net/,zlib,amd64
