Name,Version,Section,Homepage,Source
libxcb1,1.13-1,libs,https://xcb.freedesktop.org,libxcb
libxdmcp6,1:1.1.2-3,libs,,libxdmcp
libxext6,2:1.3.3-1,libs,,libxext
libxml2,2.9.4+dfsg1-6.1ubuntu1.2,libs,http://xmlsoft.org,
libxmlsec1,1.2.25-1build1,libs,http://www.aleksey.com/xmlsec/,xmlsec1
libxmlsec1-openssl,1.2.25-1build1,libs,http://www.aleksey.com/xmlsec/,xmlsec1
libxmuu1,2:1.1.2-2,libs,,libxmu
libxslt1.1,1.1.29-5,libs,http://xmlsoft.org/xslt/,libxslt
libxtables12,1.6.1-2ubuntu2,libs,http://www.netfilter.org/,iptables
libyaml-0-2,0.1.7-2ubuntu3,libs,http://pyyaml.org/wiki/LibYAML,libyaml
libzstd1,1.3.3+dfsg-2ubuntu1,libs,https://github.com/facebook/zstd,libzstd
linux-azure,4.15.0.1023.23,metapackages,,linux-meta-azure
linux-azure-cloud-tools-4.15.0-1023,4.15.0-1023.24,devel,,linux-azure
linux-azure-headers-4.15.0-1023,4.15.0-1023.24,devel,,linux-azure
linux-azure-tools-4.15.0-1023,4.15.0-1023.24,devel,,linux-azure
linux-base,4.5ubuntu1,kernel,,
linux-cloud-tools-4.15.0-1023-azure,4.15.0-1023.24,devel,,linux-azure
linux-cloud-tools-azure,4.15.0.1023.23,metapackages,,linux-meta-azure
linux-cloud-tools-common,4.15.0-36.39,kernel,,linux
linux-headers-4.15.0-1023-azure,4.15.0-1023.24,devel,,linux-azure
linux-headers-azure,4.15.0.1023.23,metapackages,,linux-meta-azure
linux-image-4.15.0-1023-azure,4.15.0-1023.24,kernel,,linux-signed-azure
linux-image-azure,4.15.0.1023.23,metapackages,,linux-meta-azure
linux-modules-4.15.0-1023-azure,4.15.0-1023.24,kernel,,linux-azure
linux-tools-4.15.0-1023-azure,4.15.0-1023.24,devel,,linux-azure
linux-tools-azure,4.15.0.1023.23,metapackages,,linux-meta-azure
linux-tools-common,4.15.0-36.39,kernel,,linux
locales,2.27-3ubuntu1,libs,https://www.gnu.org/software/libc/libc.html,glibc
login,1:4.5-1ubuntu1,admin,https://github.com/shadow-maint/shadow,shadow
logrotate,3.11.0-0.1ubuntu1,admin,https://github.com/logrotate/logrotate,
lsb-base,9.20170808ubuntu1,misc,https://wiki.linuxfoundation.org/lsb/start,lsb
lsb-release,9.20170808ubuntu1,misc,https://wiki.linuxfoundation.org/lsb/start,lsb
lshw,02.18-0.1ubuntu6.18.04.1,utils,,
lsof,4.89+dfsg-0.1,utils,http://people.freebsd.org/~abe/,
ltrace,0.7.3-6ubuntu1,utils,,
lvm2,2.02.176-4.1ubuntu3,admin,http://sources.redhat.com/lvm2/,
lxcfs,3.0.1-0ubuntu2~18.04.1,admin,https://linuxcontainers.org,
lxd,3.0.1-0ubuntu1~18.04.1,admin,https://linuxcontainers.org/,
lxd-client,3.0.1-0ubuntu1~18.04.1,admin,https://linuxcontainers.org/,lxd
man-db,2.8.3-2,doc,http://man-db.nongnu.org/,
manpages,4.15-1,doc,https://www.kernel.org/doc/man-pages/,
mawk,1.3.3-17ubuntu3,utils,,
mdadm,4.1~rc1-3~ubuntu18.04.1,admin,http://neil.brown.name/blog/mdadm,
mime-support,3.60ubuntu1,net,,
mlocate,0.26-2ubuntu3.1,utils,https://pagure.io/mlocate,
mokutil,0.3.0-0ubuntu5,admin,,
mount,2.31.1-0.4ubuntu3.1,admin,,util-linux
mtr-tiny,0.92-1,net,http://www.bitwizard.nl/mtr/,mtr
multiarch-support,2.27-3ubuntu1,oldlibs,https://www.gnu.org/software/libc/libc.html,glibc
nano,2.9.3-2,editors,https://www.nano-editor.org/,
ncurses-base,6.1-1ubuntu1.18.04,utils,https://invisible-island.net/ncurses/,ncurses
ncurses-bin,6.1-1ubuntu1.18.04,utils,https://invisible-island.net/ncurses/,ncurses
ncurses-term,6.1-1ubuntu1.18.04,misc,https://invisible-island.net/ncurses/,ncurses
net-tools,1.60+git20161116.90da8a0-1ubuntu1,net,http://sourceforge.net/projects/net-tools/,
netbase,5.4,admin,,
netcat-openbsd,1.187-1ubuntu0.1,net,,
netplan.io,0.36.3,net,,
networkd-dispatcher,1.7-0ubuntu3.2,utils,https://github.com/craftyguy/networkd-dispatcher,
nplan,0.36.3,net,,netplan.io
ntfs-3g,1:2017.3.23-2,otherosfs,http://www.tuxera.com/community/ntfs-3g-advanced/,
open-iscsi,2.0.874-5ubuntu2.2,net,http://www.open-iscsi.com/,
open-vm-tools,2:10.3.0-0ubuntu1~18.04.2,admin,https://github.com/vmware/open-vm-tools,
openssh-client,1:7.6p1-4,net,http://www.openssh.com/,openssh
openssh-server,1:7.6p1-4,net,http://www.openssh.com/,openssh
openssh-sftp-server,1:7.6p1-4,net,http://www.openssh.com/,openssh
openssl,1.1.0g-2ubuntu4.1,utils,https://www.openssl.org/,
os-prober,1.74ubuntu1,utils,,
overlayroot,0.40ubuntu1,admin,http://launchpad.net/cloud-initramfs-tools,cloud-initramfs-tools
parted,3.2-20,admin,http://www.gnu.org/software/parted,
passwd,1:4.5-1ubuntu1,admin,https://github.com/shadow-maint/shadow,shadow
pastebinit,1.5-2,misc,http://launchpad.net/pastebinit/,
patch,2.7.6-2ubuntu1,vcs,http://savannah.gnu.org/projects/patch/,
pciutils,1:3.5.2-1ubuntu1,admin,http://atrey.karlin.mff.cuni.cz/~mj/pciutils.shtml,
perl,5.26.1-6ubuntu0.2,perl,http://dev.perl.org/perl5/,
perl-base,5.26.1-6ubuntu0.2,perl,http://dev.perl.org/perl5/,perl
perl-modules-5.26,5.26.1-6ubuntu0.2,perl,http://dev.perl.org/perl5/,perl
pinentry-curses,1.1.0-1,utils,https://www.gnupg.org/related_software/pinentry/,pinentry
plymouth,0.9.3-1ubuntu7.18.04.1,misc,http://www.freedesktop.org/wiki/Software/Plymouth,
plymouth-theme-ubuntu-text,0.9.3-1ubuntu7.18.04.1,misc,http://www.freedesktop.org/wiki/Software/Plymouth,plymouth
policykit-1,0.105-20ubuntu0.18.04.1,admin,https://www.freedesktop.org/wiki/Software/polkit/,
pollinate,4.33-0ubuntu1~18.04.1,admin,http://launchpad.net/pollinate,
popularity-contest,1.66ubuntu1,misc,https://popcon.debian.org/,
powermgmt-base,1.33,utils,,
procps,2:3.3.12-3ubuntu1.1,admin,https://gitlab.com/procps-ng/procps,
psmisc,23.1-1,admin,http://psmisc.sf.net/,
publicsuffix,20180223.1310-1,net,https://publicsuffix.org,
python,2.7.15~rc1-1,python,http://www.python.org/,python-defaults
python-apt-common,1.6.2,python,,python-apt
python-crypto,2.6.1-8ubuntu2,python,http://www.pycrypto.org/,
python-ldb,2:1.2.3-1,python,http://ldb.samba.org/,ldb
python-minimal,2.7.15~rc1-1,python,http://www.python.org/,python-defaults
python-samba,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,python,http://www.samba.org,samba
python-talloc,2.1.10-2ubuntu1,python,https://talloc.samba.org/,talloc
python-tdb,1.3.15-2,python,http://tdb.samba.org/,tdb
python2.7,2.7.15~rc1-1,python,,
python2.7-minimal,2.7.15~rc1-1,python,,python2.7
python3,3.6.5-3ubuntu1,python,http://www.python.org/,python3-defaults
python3-apport,2.20.9-0ubuntu7.4,python,https://wiki.ubuntu.com/Apport,apport
python3-apt,1.6.2,python,,python-apt
python3-asn1crypto,0.24.0-1,python,https://github.com/wbond/asn1crypto,asn1crypto
python3-attr,17.4.0-2,python,https://attrs.readthedocs.org/,python-attrs
python3-automat,0.6.0-1,python,https://github.com/freeekanayaka/systemfixtures,automat
python3-blinker,1.4+dfsg1-0.1,python,http://pythonhosted.org/blinker/,blinker
python3-certifi,2018.1.18-2,python,https://certifi.io/en/latest/,python-certifi
python3-cffi-backend,1.11.5-1,python,http://cffi.readthedocs.org/,python-cffi
python3-chardet,3.0.4-1,python,https://github.com/chardet/chardet,chardet
python3-click,6.7-3,python,https://salsa.debian.org/debian/python-click.git,python-click
python3-colorama,0.3.7-1,python,http://pypi.python.org/pypi/colorama/,python-colorama
python3-commandnotfound,18.04.5,python,,command-not-found
python3-configobj,5.0.6-2,python,http://www.voidspace.org.uk/python/configobj.html,configobj
python3-constantly,15.1.0-1,python,https://github.com/twisted/constantly,constantly
python3-cryptography,2.1.4-1ubuntu1.2,python,https://cryptography.io/,python-cryptography
python3-dbus,1.2.6-1,python,http://www.freedesktop.org/wiki/Software/DBusBindings#Python,dbus-python
python3-debconf,1.5.66,python,,debconf
python3-debian,0.1.32,python,,python-debian
python3-distro-info,0.18,python,,distro-info
python3-distupgrade,1:18.04.26,python,,ubuntu-release-upgrader
python3-gdbm,3.6.5-3,python,,python3-stdlib-extensions
python3-gi,3.26.1-2,python,https://wiki.gnome.org/Projects/PyGObject,pygobject
python3-httplib2,0.9.2+dfsg-1,python,https://github.com/jcgregorio/httplib2,python-httplib2
python3-hyperlink,17.3.1-2,python,https://github.com/python-hyper/hyperlink,hyperlink
python3-idna,2.6-1,python,https://github.com/kjd/idna,python-idna
python3-incremental,16.10.1-3,python,https://github.com/hawkowl/incremental,incremental
python3-jinja2,2.10-1,python,http://jinja.pocoo.org/,jinja2
python3-json-pointer,1.10-1,python,https://github.com/stefankoegl/python-json-pointer,python-json-pointer
python3-jsonpatch,1.19+really1.16-1fakesync1,python,https://github.com/stefankoegl/python-json-patch,python-json-patch
python3-jsonschema,2.6.0-2,python,https://github.com/Julian/jsonschema,python-jsonschema
python3-jwt,1.5.3+ds1-1,python,https://github.com/jpadilla/pyjwt,pyjwt
python3-markupsafe,1.0-1build1,python,https://pypi.python.org/pypi/MarkupSafe,markupsafe
python3-minimal,3.6.5-3ubuntu1,python,http://www.python.org/,python3-defaults
python3-newt,0.52.20-1ubuntu1,python,https://fedorahosted.org/newt/,newt
python3-oauthlib,2.0.6-1,python,https://github.com/idan/oauthlib,python-oauthlib
python3-openssl,17.5.0-1ubuntu1,python,https://pyopenssl.org/,pyopenssl
python3-pam,0.4.2-13.2ubuntu4,python,,python-pam
python3-pkg-resources,39.0.1-2,python,https://pypi.python.org/pypi/setuptools,python-setuptools
python3-problem-report,2.20.9-0ubuntu7.4,python,https://wiki.ubuntu.com/Apport,apport
python3-pyasn1,0.4.2-3,python,http://pyasn1.sourceforge.net/,pyasn1
python3-pyasn1-modules,0.2.1-0.2,python,http://pypi.python.org/pypi/pyasn1-modules,python-pyasn1-modules
python3-requests,2.18.4-2,python,http://python-requests.org,requests
python3-requests-unixsocket,0.1.5-3,python,https://github.com/msabramo/requests-unixsocket,python-requests-unixsocket
python3-serial,3.4-2,python,http://pyserial.sourceforge.net/,pyserial
python3-service-identity,16.0.0-2,python,https://pypi.python.org/pypi/service_identity,python-service-identity
python3-six,1.11.0-2,python,https://pypi.python.org/pypi/six,six
python3-software-properties,0.96.24.32.5,python,,software-properties
python3-systemd,234-1build1,python,http://www.freedesktop.org/wiki/Software/systemd,python-systemd
python3-twisted,17.9.0-2,python,https://twistedmatrix.com/,twisted
python3-twisted-bin,17.9.0-2,python,https://twistedmatrix.com/,twisted
python3-update-manager,1:18.04.11.5,python,,update-manager
python3-urllib3,1.22-1,python,http://urllib3.readthedocs.org,python-urllib3
python3-yaml,3.12-1build2,python,https://github.com/yaml/pyyaml,pyyaml
python3-zope.interface,4.3.2-1build2,zope,http://pypi.python.org/pypi/zope.interface,zope.interface
python3.6,3.6.6-1~18.04,python,,
python3.6-minimal,3.6.6-1~18.04,python,,python3.6
readline-common,7.0-3,utils,,readline
rsync,3.1.2-2.1ubuntu1,net,http://rsync.samba.org/,
rsyslog,8.32.0-1ubuntu4,admin,http://www.rsyslog.com/,
run-one,1.17-0ubuntu1,admin,http://launchpad.net/run-one,
samba-common,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,net,http://www.samba.org,samba
samba-common-bin,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,net,http://www.samba.org,samba
samba-libs,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,libs,http://www.samba.org,samba
sbsigntool,0.6-3.2ubuntu2,utils,,
screen,4.6.2-1ubuntu1,misc,https://savannah.gnu.org/projects/screen,
secureboot-db,1.1,utils,,
sed,4.4-2,utils,https://www.gnu.org/software/sed/,
sensible-utils,0.0.12,utils,,
shared-mime-info,1.9-2,misc,https://freedesktop.org/wiki/Software/shared-mime-info,
shim,13-0ubuntu2,admin,,
shim-signed,1.34.9.2+13-0ubuntu2,utils,,shim-signed (1.34.9.2)
snapd,2.34.2+18.04,devel,https://github.com/snapcore/snapd,
software-properties-common,0.96.24.32.5,admin,,software-properties
sosreport,3.5-1ubuntu3.18.04.1,admin,https://github.com/sosreport/sos,
squashfs-tools,1:4.3-6ubuntu0.18.04.1,kernel,http://squashfs.sourceforge.net/,
ssh-import-id,5.7-0ubuntu1.1,misc,http://launchpad.net/ssh-import-id,
ssl-cert,1.0.39,utils,,
strace,4.21-1ubuntu1,utils,https://strace.io,
sudo,1.8.21p2-3ubuntu1,admin,http://www.sudo.ws/,
systemd,237-3ubuntu10.3,admin,https://www.freedesktop.org/wiki/Software/systemd,
systemd-sysv,237-3ubuntu10.3,admin,https://www.freedesktop.org/wiki/Software/systemd,systemd
sysvinit-utils,2.88dsf-59.10ubuntu1,admin,http://savannah.nongnu.org/projects/sysvinit,sysvinit
tar,1.29b-2,utils,,
tcpdump,4.9.2-3,net,http://www.tcpdump.org/,
telnet,0.17-41,net,,netkit-telnet
time,1.7-25.1build1,utils,http://www.gnu.org/software/time,
tmux,2.6-3,admin,https://tmux.github.io/,
tzdata,2018e-0ubuntu0.18.04,libs,https://www.iana.org/time-zones,
ubuntu-advantage-tools,17,misc,https://buy.ubuntu.com,
ubuntu-keyring,2018.02.28,misc,,
ubuntu-minimal,1.417,metapackages,,ubuntu-meta
ubuntu-release-upgrader-core,1:18.04.26,admin,,ubuntu-release-upgrader
ubuntu-server,1.417,metapackages,,ubuntu-meta
ubuntu-standard,1.417,metapackages,,ubuntu-meta
ucf,3.0038,utils,,
udev,237-3ubuntu10.3,admin,https://www.freedesktop.org/wiki/Software/systemd,systemd
ufw,0.35-5,admin,https://launchpad.net/ufw,
uidmap,1:4.5-1ubuntu1,admin,https://github.com/shadow-maint/shadow,shadow
unattended-upgrades,1.1ubuntu1.18.04.5,admin,,
update-manager-core,1:18.04.11.5,admin,,update-manager
update-notifier-common,3.192.1.3,gnome,,update-notifier
ureadahead,0.100.0-20,admin,,
usbutils,1:007-4build1,utils,https://github.com/gregkh/usbutils,
util-linux,2.31.1-0.4ubuntu3.1,utils,,
uuid-runtime,2.31.1-0.4ubuntu3.1,utils,,util-linux
vim,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,
vim-common,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim
vim-runtime,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim
vim-tiny,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim
walinuxagent,2.2.21+really2.2.20-0ubuntu3,python,http://go.microsoft.com/fwlink/?LinkId=250998,
wget,1.19.4-1ubuntu2.1,web,https://www.gnu.org/software/wget/,
whiptail,0.52.20-1ubuntu1,utils,https://fedorahosted.org/newt/,newt
xauth,1:1.0.10-1,x11,,
xdelta3,3.0.11-dfsg-1ubuntu1,utils,,
xdg-user-dirs,0.17-1ubuntu1,utils,http://www.freedesktop.org/wiki/Software/xdg-user-dirs,
xfsprogs,4.9.0+nmu1ubuntu2,admin,http://xfs.org/,
xkb-data,2.23.1-1ubuntu1,x11,https://www.freedesktop.org/Software/XKeyboardConfig,xkeyboard-config
xxd,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim
xz-utils,5.2.2-1.3,utils,http://tukaani.org/xz/,
zerofree,1.0.4-1,admin,https://frippery.org/uml/,
zlib1g,1:1.2.11.dfsg-0ubuntu2,libs,http://zlib.net/,zlib
